Complains,Charge Amount,Distinct Called Numbers,Tariff Plan,Status,Customer Value,Churn,Usage Index
0,0,12,1,2,213.8,0,-2.04888569417136
0,0,4,1,2,149.445,1,-2.573776854451023
0,1,47,1,1,1974.24,0,4.777214503626157
0,2,51,1,1,401.0,0,2.9059921146978995
0,2,41,1,1,941.13,0,1.2649722185280308
1,0,21,1,2,236.92,1,-1.3926163280005412
0,9,46,1,1,209.235,0,1.517139136747291
0,2,28,1,1,473.48,0,0.7303425456558235
0,1,18,1,1,247.32,0,-1.520161613327478
1,0,20,1,2,290.08,1,-1.0763194505537335
0,0,35,1,2,225.825,1,-0.9756849707836078
0,0,6,1,2,138.24,1,-2.5076288932675004
0,1,10,1,1,125.35,0,-1.7456252828853311
0,2,26,1,1,174.045,0,0.8365450781483932
0,0,8,1,2,121.4,1,-2.224745287753198
0,2,6,1,1,60.945,0,-2.389305228191501
0,4,84,2,1,883.53,0,5.356541449910299
0,4,37,2,1,1500.08,0,3.4655863867025483
0,1,32,1,1,292.84,0,-0.254884874455014
0,0,24,1,2,220.75,0,-1.083307143413091
0,1,27,1,1,1064.43,0,0.5398565990751801
0,2,15,2,1,958.88,0,0.05649789032440511
0,0,11,1,2,201.84,0,-1.8869607820388945
0,0,7,1,2,156.4,0,-2.02072339877463
0,1,17,1,1,291.51,0,-1.5623131876103464
0,1,27,1,1,296.28,0,-0.6828501543422206
0,1,18,1,1,313.68,0,-1.475988257845767
0,2,46,2,1,825.975,0,2.1298729823589393
0,1,44,1,1,295.875,0,3.1457225981131782
0,4,23,2,1,372.76,0,-0.8462104950610976
0,2,14,1,1,1170.04,0,1.0470080004667208
0,2,11,1,1,193.12,1,-1.8922236331643298
0,0,13,1,1,194.4,0,-0.8522030867603988
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,20,1,1,1579.14,0,1.375257017977172
0,0,31,1,1,227.865,0,-0.9795766057462058
0,0,29,1,1,128.15,0,-1.5455354087209692
0,0,24,1,1,168.12,0,-0.8024217198160314
0,0,14,1,1,1103.12,0,0.33937483475955266
0,1,39,1,1,812.6,0,2.1213200452879897
0,0,40,1,1,552.84,0,3.0722717099616497
0,0,21,1,1,179.08,0,-0.6099049690945816
0,0,8,1,1,265.14,0,-0.0697909571108013
0,0,13,1,2,86.84,0,-1.6515534580599587
0,2,28,1,1,697.76,0,4.559642395894153
0,0,4,1,1,1924.04,0,2.044370355201046
0,0,26,1,1,1230.57,0,4.739221182659967
0,0,22,1,1,874.6,0,1.264539935224143
0,0,7,1,2,34.56,0,-2.6674640212133993
0,0,4,1,2,27.135,0,-2.7065257243632117
1,0,0,1,2,0.0,1,-2.9860320375726848
0,0,39,1,1,1922.13,0,3.952704137382833
0,0,43,1,1,459.92,0,2.2659173830377815
0,0,33,1,1,642.24,0,0.44046185228470774
0,0,13,1,2,39.645,1,-2.076604305989994
0,7,38,2,1,260.175,0,0.964890897745842
1,0,20,1,1,260.775,1,-0.041471924992298015
0,0,10,1,1,109.64,0,-2.06362720306306
1,0,12,1,2,130.95,1,-1.698828883682118
0,0,27,1,2,95.64,1,-1.800195337026931
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,2,1,1,62.88,0,-2.2890908726209136
0,0,18,1,1,169.025,0,0.17012239869067425
0,0,0,1,1,0.0,0,-2.9860320375726848
0,2,76,1,1,728.64,0,4.813075860174717
0,2,29,2,1,1388.7,0,2.6410760204592254
0,0,24,1,1,165.555,0,-0.8159157627223301
0,0,16,1,2,87.52,0,-1.9078175096564138
0,0,19,1,1,765.54,0,-0.28465376716814283
0,0,7,2,1,779.85,0,-0.7680124759189177
0,0,3,1,2,27.18,0,-2.518252864433146
0,0,1,1,2,17.85,0,-2.7486246230934173
0,0,9,1,1,51.12,0,-2.2726491133974
0,0,19,1,1,126.6,0,-1.2965769382047383
0,0,10,1,1,72.0,0,-2.2653680270256227
0,0,38,2,1,644.215,0,1.305362616115616
0,0,36,1,1,327.075,0,2.3212122318698554
0,2,15,1,1,111.08,0,-1.661938212038554
0,0,6,1,1,904.36,0,0.22249763422339797
1,0,3,1,1,62.37,1,-2.435689222899912
0,0,20,1,1,241.28,0,-0.5357245168689327
0,0,27,1,1,1580.16,0,1.928867118047044
0,0,38,1,1,300.025,0,-0.6982286329182074
0,0,36,1,1,205.81,0,-1.2554047866271039
0,1,31,1,1,325.92,0,-0.24881161974615917
0,0,21,1,1,1279.6,0,0.8929849348294248
0,2,46,1,1,989.08,0,2.6749301453578616
0,0,47,1,1,601.32,0,3.344837033523781
0,1,28,1,1,235.56,0,-0.3197743470007163
0,0,15,1,1,312.16,0,0.2642529113123986
1,0,20,1,2,167.32,0,-1.3087269403708919
0,3,35,1,1,874.24,0,5.113252495964026
0,1,11,1,1,2100.52,0,2.5979804552709185
0,0,33,1,1,1429.11,0,5.292831282729839
0,1,29,1,1,1051.08,0,1.8181500352940152
0,0,14,1,2,89.1,0,-2.394898697651268
0,0,11,1,2,124.6,0,-2.3197859603448103
0,0,46,1,1,2120.67,0,4.506314237452706
0,1,50,1,1,345.25,0,2.635091848524449
0,1,40,1,1,840.78,0,0.99407195235458
1,0,20,1,2,166.185,1,-1.6635165941739922
0,8,45,1,1,175.785,0,1.2462388705738405
0,1,27,1,1,432.315,1,0.45944227948237276
0,0,17,1,1,158.12,0,-1.7910618795009285
1,0,19,1,2,200.88,1,-1.3472197167271842
1,0,34,1,2,272.12,1,-1.246585236957059
0,0,9,1,1,111.36,0,-2.016525549058782
0,1,25,1,1,140.595,0,0.5656448119749422
0,0,7,1,2,65.65,1,-2.495645553926649
0,1,5,1,1,27.495,0,-2.660205494364952
0,3,83,1,1,783.18,0,5.085641183736848
0,3,36,2,1,1587.24,0,3.1946861205290973
0,0,31,1,1,229.095,0,-0.5257851406284648
0,0,23,1,2,264.0,0,-1.3542074095865417
0,0,26,1,1,964.08,0,0.26895633290172927
1,1,14,2,1,978.39,1,-0.21440237584904542
0,0,10,1,2,126.72,0,-2.1578610482123453
0,0,6,1,2,100.65,0,-2.2916236649480806
0,0,16,1,1,191.16,0,-1.8332134537837974
0,0,26,1,1,207.08,0,-0.9537504205156714
0,0,17,1,1,252.54,0,-1.7468885240192178
0,1,45,2,1,725.58,0,1.858735978590641
0,0,43,1,1,437.35,0,2.8745855943448806
0,3,22,1,1,283.52,0,-1.1173474988293959
0,1,13,1,1,1080.84,0,0.7761077342932701
0,1,10,1,1,103.88,1,-2.1633606369326275
0,0,14,1,1,170.0,0,-0.7833037537018865
0,0,1,1,2,5.94,0,-2.8864059032945737
0,0,21,1,1,1492.88,0,1.6461572841506227
0,0,32,1,1,224.015,0,-0.9106772726876936
0,0,30,1,1,124.3,0,-1.476636075662457
0,1,25,1,1,238.64,0,-0.5315214536425806
0,0,15,1,1,1192.32,0,0.6102751009330034
0,2,40,1,1,901.8,0,2.3922203114614407
0,0,41,1,1,550.04,0,3.141171043020161
0,1,22,1,1,176.28,0,-0.5410056360360694
0,0,9,1,1,232.88,0,-0.0008916240522890417
0,0,14,1,2,84.04,0,-1.5826541250014463
0,3,29,1,1,786.96,0,4.830542662067605
0,1,5,1,1,2013.24,0,2.315270621374497
0,0,27,1,1,1330.92,0,5.0101214488334165
0,1,23,1,1,963.8,0,1.5354402013975939
0,0,8,1,2,31.41,0,-2.598564688154887
0,0,5,1,2,37.32,0,-2.6024957942412317
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,40,1,1,2022.48,0,4.223604403556283
0,1,44,1,1,290.7,0,2.3523820146280277
0,1,34,1,1,742.59,0,0.7113621184581586
0,0,14,1,2,67.995,1,-1.9462264280704136
0,8,39,2,1,155.055,0,1.033790230804354
0,1,21,1,1,334.125,1,0.17673244558595136
0,0,11,1,1,106.84,0,-1.994727870004548
1,0,13,1,2,113.6,1,-1.6299295506236056
0,0,28,1,2,184.84,1,-1.5292950708534803
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,3,1,1,60.08,0,-2.2201915395624012
0,1,19,1,1,107.865,0,0.28293497807852086
0,0,1,1,2,11.1,1,-2.7783553878230705
0,1,0,1,1,0.0,0,-2.9860320375726848
0,3,77,1,1,725.49,0,4.881975193233228
0,3,30,2,1,1489.05,0,2.911976286632676
0,0,25,1,1,162.405,0,-0.747016429663818
0,0,17,1,2,176.72,0,-1.636917243482963
0,0,20,1,1,865.89,0,-0.01375350099469208
0,1,8,2,1,880.2,0,-0.4971122097454672
0,0,4,1,2,28.53,0,-2.440570882108767
0,0,1,1,2,46.1,0,-2.5743334988445024
0,0,10,1,1,92.97,0,-2.1159232876802188
0,0,20,1,1,123.8,0,-1.227677605146226
0,0,11,1,1,154.35,0,-2.0295983579156394
0,1,39,2,1,627.39,0,1.5760261446942194
0,0,37,1,1,382.8,0,2.591875760448459
0,3,16,1,1,196.24,0,-1.4000573327258174
0,1,7,1,1,993.56,0,0.4933979003968487
0,1,4,1,1,52.6,1,-2.367026627436247
0,0,16,1,1,199.575,0,-0.8249782633529539
0,0,3,1,2,14.49,0,-2.8414257602735775
0,0,23,1,1,1692.315,0,1.6132654237654225
0,0,34,1,1,234.19,0,-0.9523517823387608
0,0,32,1,1,134.475,0,-1.5183105853135244
0,0,27,1,1,281.295,0,-0.5644133140277809
0,0,17,1,1,1203.72,0,0.5773832405478032
0,1,42,1,1,913.2,0,2.35932845107624
0,0,43,1,1,557.44,0,3.0994965333690945
0,0,24,1,1,183.68,0,-0.5826801456871367
0,0,11,1,1,270.315,0,-0.04256613370335638
1,0,16,1,2,91.44,0,-1.6243286346525139
0,2,31,1,1,798.36,0,4.797650801682405
0,0,7,1,1,2024.64,0,2.282378760989297
0,0,29,1,1,1343.745,0,4.977229588448218
0,0,25,1,1,975.2,0,1.5025483410123934
0,0,7,1,2,54.81,0,-2.6353876546264323
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,42,1,1,2035.305,0,4.190712543171084
0,0,46,1,1,476.52,0,2.319490154242827
0,0,36,1,1,755.415,0,0.6784702580729581
1,0,16,1,2,80.82,1,-1.9791182884556138
0,7,41,1,1,263.05,0,0.9921157211532868
0,0,23,1,1,346.95,1,0.14384058520075094
0,0,13,1,1,114.24,0,-2.036402379655615
1,0,15,1,2,140.625,1,-1.6628214110088058
1,0,30,1,2,196.24,1,-1.5621869312386805
1,0,0,1,2,0.0,1,-2.9860320375726848
0,0,5,1,1,67.48,0,-2.261866049213469
0,0,21,1,1,186.9,0,0.25004311769332066
0,0,1,1,1,8.575,0,-2.819360077842218
0,2,79,1,1,733.815,0,4.840300683582162
0,2,32,2,1,1501.875,0,2.8790844262474753
0,0,27,1,1,170.73,0,-0.7886909393148853
0,0,19,1,2,188.12,0,-1.6698091038681633
0,0,22,1,1,878.715,0,-0.0466453613798925
0,0,10,2,1,893.025,0,-0.5300040701306674
0,0,6,1,2,41.355,0,-2.4734627424939672
0,0,2,1,2,53.225,0,-2.6072253592297026
0,0,12,1,1,105.795,0,-2.148815148065419
0,0,22,1,1,131.2,0,-1.269352114797293
0,0,13,1,1,167.175,0,-2.0624902183008396
0,0,41,2,1,782.485,0,1.5431342843090192
0,0,39,1,1,389.925,0,2.558983900063258
0,2,18,1,1,207.64,0,-1.4329491931110176
0,0,9,1,1,1004.96,0,0.4605060400116484
0,0,6,1,1,67.5,1,-2.4087011370873146
0,1,18,1,1,229.88,0,-0.5028326564837324
0,0,5,1,2,73.16,0,-2.5883695075446855
0,1,25,1,1,1568.76,0,1.9617589784322444
0,1,36,1,1,284.35,0,-0.665336772533007
0,1,34,1,1,155.565,0,-1.2225129262419037
0,2,29,1,1,314.52,0,-0.21591975936095884
0,1,19,1,1,792.625,0,0.925876795214625
0,3,44,1,1,977.68,0,2.707822005743062
0,1,45,1,1,589.92,0,3.3777288939089813
0,2,26,1,1,224.16,0,-0.2868824866155159
0,1,13,1,1,300.76,0,0.2971447716975988
1,0,18,1,2,155.92,0,-1.2758350799856917
0,4,33,1,1,862.84,0,5.146144356349226
0,2,9,1,1,1305.7,0,2.630872315656119
0,1,31,1,1,1416.285,0,5.325723143115039
0,2,27,1,1,1039.68,0,1.8510418956792156
0,0,12,1,2,76.275,0,-2.362006837266067
0,0,9,1,2,113.2,0,-2.28689409995961
0,0,0,1,2,36.0,1,-2.9157708434457494
0,1,44,1,1,1873.64,0,4.539206097837906
0,2,48,1,1,338.125,0,2.6679837089096488
0,2,38,1,1,827.955,0,1.0269638127397802
1,0,18,1,2,136.32,1,-1.6306247337887918
0,9,43,2,1,171.51,0,1.2791307309590407
0,2,25,1,1,372.88,0,0.492334139867573
0,1,15,1,1,146.72,0,-1.7581700191157283
0,0,17,1,2,189.48,1,-1.3143278563419838
1,0,32,1,2,162.95,1,-1.2136933765718583
0,0,3,1,2,37.64,1,-2.7456372990557507
0,1,7,1,1,62.475,0,-1.9836336886735815
0,2,23,1,1,136.32,0,0.5985366723601427
0,0,5,1,2,58.525,1,-2.4627536935414485
0,2,3,1,1,23.22,0,-2.627313633979752
0,4,81,1,1,770.355,0,5.118533044122048
0,4,34,2,1,1399.48,0,3.2275779809142975
0,1,29,1,1,192.24,0,-0.4928932802432645
0,0,21,1,2,157.875,0,-1.3213155492013413
0,1,24,1,1,951.255,0,0.3018481932869298
1,2,12,2,1,858.28,1,-0.18151051546384522
0,0,8,1,2,101.24,0,-2.124969187827145
0,0,4,1,2,93.525,0,-2.2587318045628804
0,1,14,1,1,178.335,0,-1.800321593398597
0,1,24,1,1,195.68,0,-0.9208585601304711
0,1,15,1,1,213.08,0,-1.7139966636340176
0,2,43,2,1,712.755,0,1.8916278389758414
0,1,41,1,1,258.135,0,2.907477454730081
0,4,20,1,1,272.12,0,-1.0844556384441955
0,2,11,1,1,1069.44,0,0.8089995946784703
1,2,8,1,1,92.48,1,-2.1304687765474273
0,1,17,1,1,326.48,0,-0.09878927395031523
0,0,4,1,2,101.76,0,-2.333631162531005
0,1,24,1,1,1597.36,0,2.216497323445924
0,1,35,1,1,323.675,0,-0.41059842751932707
0,1,33,1,1,187.74,0,-0.9677745812282236
0,2,28,1,1,343.12,0,0.038818585652721116
0,1,18,1,1,1296.8,0,1.180615140228305
0,3,43,1,1,1006.28,0,2.9625603507567417
0,1,44,1,1,618.52,0,3.6324672389226618
0,2,25,1,1,252.76,0,-0.032144141601835985
0,1,12,1,1,329.36,0,0.5518831167112788
0,0,17,1,2,184.52,0,-1.0210967349720117
1,4,32,1,1,891.44,0,5.400882701362906
0,2,8,1,1,2117.72,0,2.8856106606697987
0,1,30,1,1,1448.46,0,5.5804614881287185
0,2,26,1,1,1068.28,0,2.105780240692895
0,0,11,1,2,108.45,0,-2.107268492252387
0,0,8,1,2,141.8,0,-2.03215575494593
0,0,2,1,2,68.445,1,-2.5570469152255932
0,1,43,1,1,1902.24,0,4.793944442851586
0,2,47,1,1,356.0,0,2.922722053923329
0,2,37,1,1,860.13,0,1.2817021577534604
1,0,17,1,2,164.92,1,-1.3758863887751118
0,9,42,2,1,182.235,0,1.5338690759727207
0,2,24,1,1,451.665,0,0.747072484881253
0,1,14,1,1,175.32,0,-1.5034316741020484
1,0,16,1,2,218.08,1,-1.0595895113283038
1,0,31,1,2,289.32,1,-0.9589550315581783
0,0,2,1,2,66.24,1,-2.490898954042071
0,1,6,1,1,80.35,0,-1.7288953436599015
0,2,22,1,1,147.045,0,0.8532750173738225
1,0,4,1,2,76.4,1,-2.208015348527769
0,2,2,1,1,33.945,0,-2.372575288966072
1,4,80,1,1,802.53,0,5.373271389135727
1,4,33,2,1,1428.08,0,3.482316325927978
0,1,28,1,1,220.84,0,-0.23815493522958453
0,0,20,1,2,281.2,0,-1.0665772041876613
0,1,23,1,1,983.43,0,0.5565865383006097
0,2,11,2,1,886.88,0,0.07322782954983476
0,0,7,1,2,129.84,0,-1.870230842813465
0,0,3,1,2,111.4,0,-2.0039934595492004
0,1,13,1,1,210.51,0,-1.545583248384917
0,1,23,1,1,224.28,0,-0.6661202151167911
0,1,14,1,1,271.89,0,-1.4592583186203376
0,2,42,2,1,744.93,0,2.146366183989521
0,1,40,1,1,268.86,0,3.1622157997437608
0,4,19,2,1,300.72,0,-0.8297172934305155
0,2,10,1,1,1098.04,0,1.0637379396921502
0,2,7,1,1,121.08,1,-1.8757304315337473
0,0,17,1,1,167.4,0,-1.0797166083666339
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,24,1,1,1583.64,0,1.209222041232005
0,0,35,1,1,194.865,0,-1.2070901273524406
0,0,33,1,1,95.15,0,-1.7730489303272043
0,0,28,1,1,153.44,0,-0.968456696561198
0,0,18,1,1,1107.12,0,0.1733398580143859
0,1,43,1,1,816.6,0,1.955285068542823
0,0,44,1,1,528.84,0,2.844758188355414
0,0,25,1,1,155.08,0,-0.8374184907008166
0,0,12,1,1,238.14,0,-0.2973044787170363
0,0,17,1,2,62.84,0,-1.8790669796661938
0,2,32,1,1,701.76,0,4.393607419148987
0,0,8,1,1,1928.04,0,1.8783353784558798
0,0,30,1,1,1235.07,0,4.5731862059148
0,0,26,1,1,878.6,0,1.0985049584789763
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,43,1,1,1926.63,0,3.7866691606376666
0,0,47,1,1,435.92,0,2.0384038614315467
0,0,37,1,1,646.74,0,0.274426875539541
0,0,17,1,2,12.645,1,-2.304117827596229
0,7,42,1,1,245.175,0,0.7373773761396069
0,0,24,1,1,238.275,1,-0.26020279733266616
1,0,16,1,2,103.95,1,-1.9263424052883527
0,0,31,1,2,99.64,1,-1.9662303137720976
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,6,1,1,38.88,0,-2.5166043942271488
0,0,22,1,1,154.025,0,-0.0573911229155607
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,0,1,1,0.0,0,-2.9860320375726848
0,2,80,1,1,701.64,0,4.585562338568482
0,2,33,2,1,1393.2,0,2.475041043714058
0,0,28,1,1,138.555,0,-1.0434292843285653
0,0,20,1,2,91.52,0,-2.073852486401581
0,0,23,1,1,770.04,0,-0.4506887439133098
0,0,11,2,1,784.35,0,-0.9340474526640846
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,13,1,1,24.12,0,-2.500162635003635
0,0,23,1,1,102.6,0,-1.524090459810973
0,0,14,1,1,58.5,0,-2.466533600834257
0,0,42,2,1,649.66,0,1.139090901775602
0,0,40,1,1,329.55,0,2.154940517529841
0,2,19,1,1,111.04,0,-1.8369925756444347
0,0,10,1,1,908.36,0,0.056462657478231204
0,0,7,1,1,31.4,1,-2.6634394821009946
0,0,17,1,1,197.64,0,-0.6770794338171434
0,0,4,1,2,46.035,0,-2.762616284878096
0,0,24,1,1,1536.52,0,1.7875122010988331
0,0,35,1,1,240.02,0,-0.839583549866418
0,0,33,1,1,145.805,0,-1.3967597035753148
0,1,28,1,1,282.28,0,-0.3901665366943699
0,0,18,1,1,1235.96,0,0.7516300178812141
0,2,43,1,1,945.44,0,2.533575228409651
0,0,44,1,1,557.68,0,3.2034821165755702
0,1,25,1,1,191.92,0,-0.46112926394892706
0,0,12,1,1,268.52,0,0.12289799436418791
1,0,17,1,2,123.68,0,-1.4500818573191028
0,3,32,1,1,830.6,0,4.971897579015814
0,1,8,1,1,2056.88,0,2.456625538322708
0,0,30,1,1,1380.015,0,5.151476365781628
0,1,26,1,1,1007.44,0,1.6767951183458045
0,0,11,1,2,40.005,0,-2.5362536145994783
0,0,8,1,2,80.96,0,-2.461140877293021
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,43,1,1,2071.575,0,4.364959320504495
0,1,47,1,1,317.975,0,2.493736931576238
0,1,37,1,1,791.685,0,0.8527170354063692
0,0,17,1,2,117.09,1,-1.804871511122203
1,8,42,1,1,159.42,0,1.1048839536256296
0,1,24,1,1,383.22,1,0.31808736253416203
0,0,14,1,1,114.48,0,-1.9324167964491394
1,0,16,1,2,157.24,1,-1.4885746336753949
0,0,31,1,2,228.48,1,-1.3879401539052694
0,0,2,1,2,5.4,1,-2.919884076389162
0,0,6,1,1,67.72,0,-2.1578804660069926
0,1,22,1,1,124.23,0,0.42428989502673153
0,0,4,1,2,38.375,1,-2.6370004708748596
0,1,2,1,1,11.13,0,-2.801560411313163
0,3,80,1,1,734.085,0,4.944286266788637
0,3,33,2,1,1538.145,0,3.0533312035808864
0,0,28,1,1,180.0,0,-0.6671400575766756
0,0,20,1,2,220.36,0,-1.4955623265347524
0,0,23,1,1,914.985,0,0.1276014159535186
1,1,11,2,1,929.295,1,-0.35575729279725654
0,0,7,1,2,77.625,0,-2.299215965160556
0,0,3,1,2,73.375,0,-2.4329785818962915
0,0,13,1,1,142.065,0,-1.974568370732008
0,0,23,1,1,163.44,0,-1.0951053374638822
0,0,14,1,1,203.445,0,-1.8882434409674285
0,1,42,2,1,676.485,0,1.71738106164243
0,0,40,1,1,410.075,0,2.7332306773966697
0,3,19,1,1,239.88,0,-1.2587024157776066
0,1,10,1,1,1037.2,0,0.6347528173450594
0,1,7,1,1,60.24,1,-2.3047155538808384
0,0,17,1,1,197.64,0,-0.6770794338171434
0,0,4,1,2,46.035,0,-2.762616284878096
0,0,24,1,1,1536.52,0,1.7875122010988331
0,0,35,1,1,240.02,0,-0.839583549866418
0,0,33,1,1,145.805,0,-1.3967597035753148
0,1,28,1,1,282.28,0,-0.3901665366943699
0,0,18,1,1,1235.96,0,0.7516300178812141
0,2,43,1,1,945.44,0,2.533575228409651
0,0,44,1,1,557.68,0,3.2034821165755702
0,1,25,1,1,191.92,0,-0.46112926394892706
0,0,12,1,1,268.52,0,0.12289799436418791
1,0,17,1,2,123.68,0,-1.4500818573191028
0,3,32,1,1,830.6,0,4.971897579015814
0,1,8,1,1,2056.88,0,2.456625538322708
0,0,30,1,1,1380.015,0,5.151476365781628
0,1,26,1,1,1007.44,0,1.6767951183458045
0,0,11,1,2,40.005,0,-2.5362536145994783
0,0,8,1,2,80.96,0,-2.461140877293021
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,43,1,1,2071.575,0,4.364959320504495
0,1,47,1,1,317.975,0,2.493736931576238
0,1,37,1,1,791.685,0,0.8527170354063692
1,0,17,1,2,117.09,1,-1.804871511122203
0,8,42,1,1,159.42,0,1.1048839536256296
1,1,24,1,1,383.22,1,0.31808736253416203
0,0,14,1,1,114.48,0,-1.9324167964491394
0,0,16,1,2,157.24,1,-1.4885746336753949
0,0,31,1,2,228.48,1,-1.3879401539052694
0,0,2,1,2,5.4,1,-2.919884076389162
0,0,6,1,1,67.72,0,-2.1578804660069926
0,1,22,1,1,124.23,0,0.42428989502673153
0,0,4,1,2,38.375,1,-2.6370004708748596
0,1,2,1,1,11.13,0,-2.801560411313163
1,3,80,1,1,734.085,0,4.944286266788637
0,3,33,2,1,1538.145,0,3.0533312035808864
0,0,28,1,1,180.0,0,-0.6671400575766756
0,0,20,1,2,220.36,0,-1.4955623265347524
0,0,23,1,1,914.985,0,0.1276014159535186
0,1,11,2,1,929.295,0,-0.35575729279725654
0,0,7,1,2,77.625,0,-2.299215965160556
0,0,3,1,2,73.375,0,-2.4329785818962915
0,0,13,1,1,142.065,0,-1.974568370732008
0,0,23,1,1,163.44,0,-1.0951053374638822
0,0,14,1,1,203.445,0,-1.8882434409674285
0,1,42,2,1,676.485,0,1.71738106164243
0,0,40,1,1,410.075,0,2.7332306773966697
0,3,19,1,1,239.88,0,-1.2587024157776066
0,1,10,1,1,1037.2,0,0.6347528173450594
1,1,7,1,1,60.24,1,-2.3047155538808384
0,0,15,1,1,185.85,0,-0.8971832297813949
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,22,1,1,1683.09,0,1.549843106602848
0,0,33,1,1,217.415,0,-1.0245567487672018
0,0,31,1,1,117.7,0,-1.5905155517419653
0,0,26,1,1,272.07,0,-0.627835631190355
0,0,16,1,1,1195.52,0,0.5139609233852289
0,1,41,1,1,905.0,0,2.295906133913666
0,0,42,1,1,545.24,0,3.027291566940653
0,0,23,1,1,171.48,0,-0.6548851121155777
0,0,10,1,1,256.59,0,-0.11477110013179737
0,0,15,1,2,83.24,0,-1.687750951815088
0,2,30,1,1,790.16,0,4.73422848451983
0,0,6,1,1,2016.44,0,2.218956443826723
0,0,28,1,1,1334.52,0,4.913807271285643
0,0,24,1,1,967.0,0,1.4391260238498194
0,0,6,1,2,45.585,0,-2.6988099717890064
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,41,1,1,2026.08,0,4.127290226008509
0,0,45,1,1,468.32,0,2.256067837080253
0,0,35,1,1,746.19,0,0.6150479409103842
0,0,15,1,2,71.595,1,-2.042540605618188
0,7,40,1,1,255.425,0,0.9199107547248458
1,0,22,1,1,337.725,1,0.08041826803817692
0,0,12,1,1,102.04,0,-2.108607346084056
0,0,14,1,2,131.4,1,-1.72624372817138
0,0,29,1,2,188.04,1,-1.6256092484012545
1,0,0,1,2,0.0,1,-2.9860320375726848
0,0,4,1,1,55.28,0,-2.3340710156419098
0,0,20,1,1,181.775,0,0.1866208005307466
0,0,0,1,1,0.0,0,-2.9860320375726848
0,2,78,1,1,720.09,0,4.768095717153721
0,2,31,2,1,1492.65,0,2.8156621090849017
0,0,26,1,1,157.005,0,-0.8608959057433263
0,0,18,1,2,179.92,0,-1.7332314210307374
0,0,21,1,1,869.49,0,-0.11006767854246646
1,0,9,2,1,883.8,1,-0.5934263872932415
0,0,5,1,2,32.13,0,-2.5368850596565413
0,0,1,1,2,48.1,0,-2.670647676392277
0,0,11,1,1,96.57,0,-2.212237465227993
0,0,21,1,1,123.0,0,-1.3327744319598671
0,0,12,1,1,157.95,0,-2.1259125354634136
0,0,40,2,1,771.265,0,1.4799487047412925
0,0,38,1,1,384.825,0,2.4957983204955316
0,2,17,1,1,199.48,0,-1.4961347726787444
0,0,8,1,1,996.76,0,0.39708372284907434
1,0,5,1,2,53.82,1,-2.480669365920908
0,0,17,1,1,202.185,0,-0.8046382346897154
0,0,24,1,1,1708.425,0,1.6599534002262613
0,0,35,1,1,220.88,0,-0.958359701473123
0,0,33,1,1,121.165,0,-1.5243185044478864
0,1,28,1,1,264.36,0,-0.5177253375669417
0,0,18,1,1,1218.04,0,0.6240712170086422
0,2,43,1,1,927.52,0,2.4060164275370792
0,0,44,1,1,547.76,0,3.0934886142347318
0,1,25,1,1,174.0,0,-0.5886880648214988
0,0,12,1,1,281.925,0,-0.004660806508384074
0,0,17,1,1,105.76,0,-1.5776406581916744
0,3,32,1,1,812.68,0,4.844338778143243
0,1,8,1,1,2038.96,0,2.329066737450136
0,0,30,1,1,1359.855,0,5.0239175649090555
0,1,26,1,1,989.52,0,1.5492363174732326
0,0,11,1,1,28.845,0,-2.6462471169403163
0,0,8,1,1,70.92,0,-2.5886996781655927
0,0,0,1,1,0.0,1,-2.9860320375726848
0,0,43,1,1,2051.415,0,4.237400519631922
0,1,47,1,1,490.84,0,2.3661781307036667
0,1,37,1,1,771.525,0,0.7251582345337974
1,0,17,1,1,96.93,1,-1.9324303119947748
0,8,42,1,1,257.0,0,0.9861078020189248
1,1,24,1,1,363.06,1,0.1905285616615902
0,0,14,1,1,104.56,0,-2.0424102987899775
0,0,16,1,1,139.32,1,-1.6161334345479668
1,0,31,1,1,210.56,1,-1.5154989547778412
0,0,0,1,1,0.0,1,-2.9860320375726848
0,0,6,1,1,57.8,0,-2.2678739683478306
0,1,22,1,1,195.85,0,0.29673109415415977
0,0,4,1,1,27.175,1,-2.7645592717474314
0,3,80,1,1,722.925,0,4.8342927644478
0,3,33,2,1,1517.985,0,2.925772402708315
0,0,28,1,1,159.84,0,-0.7946988584492474
0,0,20,1,1,202.44,0,-1.6231211274073243
0,0,23,1,1,894.825,0,4.26150809467174e-05
